_id,_createdAt,_updatedAt,user_id,upload_date,analysis_date,file_name_stemmed,file_name,record_file_url,record_type,video_length_secs,size_in_mb,status,record_name,_updatedAt,_uid,transcript,translation,override_transcript,override_translation
11,17:24.8,38:18.5,AdminUser,17:24.8,,file_name_stemmed,20241210_1502_547183_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1502_547183_s3_sensor/input_video/20241210_1502_547183_s3_sensor.mp4,video,19.89833333,2.62,Done,20241128_0807_bca58f_s3_sensor.mp4,38:05.7,67585b84cdd7210f88d5,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:19.898
{{Audio Event 1}}
Traffic

00:00:04.349 --> 00:00:19.898
{{Audio Event 2}}
Siren"
12,20:25.9,18:12.3,AdminUser,20:25.9,,file_name_stemmed,20241210_1511_2f89c1_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1511_2f89c1_s3_sensor/input_video/20241210_1511_2f89c1_s3_sensor.mp4,video,22.46666667,4.47,Done,20241128_0818_586814_s3_sensor.mp4,18:10.8,67585c39e306b3305731,"""WEBVTT\n\n00:00:00.049 --> 00:00:07.234\n\u0627\u064a\u0648\u0629 \u064a\u0627\u0644\u0644\u0647 \u0647\u0627\u064a \u062d\u0644\u0648\u0627\u0646\u0629 \u062d\u0644\u0648\u0627\u0646 \u062d\u0644\u0648\u0627\u0646 \u062d\u0644\u0648\u0627\u0646 .\u0647\u064a \u062a\u0633\u0639\u0629 \u0648\u062a\u0633\u0639\u064a\u0646 .\u0627\u064a\u0648\u0629 \u0645\u0626\u062a\u064a\u0646 \u0635\u0627\u0631\u0648\u062e \u0645\u0626\u062a\u064a\u0646 \u0635\u0627\u0631\u0648\u062e \u0647\u0630\u0648\u0644 \u0645\u0626\u062a\u064a\u0646.\n\n00:00:07.275 --> 00:00:14.080\n\u064a\u0627\u0644\u0644\u0647 \u062d\u0644\u0648\u0627\u0646 \u0627\u0644\u0635\u0648\u0627\u0631\u064a\u062e .\u0627\u0646 \u0634\u0627\u0621 \u0627\u0644\u0644\u0647 \u064a\u0627 \u0631\u0628 \u0646\u0648\u0632\u0639\u0647\u0627 \u0628\u0627\u0644\u062e\u064a\u0631 \u0627\u0646 \u0634\u0627\u0621 \u0627\u0644\u0644\u0647 \u064a\u0627 \u0631\u0628 \u064a\u0627\u0644\u0644\u0647 \u064a\u0627 \u0631\u0628 \u064a\u0627\u0644\u0644\u0647 \u064a\u0627 \u0631\u0628 \u064a\u0627\u0644\u0644\u0647 .\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:22.466
{{Audio Event 1}}
People Talking"
13,23:27.0,44:03.8,AdminUser,23:27.0,,file_name_stemmed,20241210_1511_2e2ba7_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1511_2e2ba7_s3_sensor/input_video/20241210_1511_2e2ba7_s3_sensor.mp4,video,21.14,7.69,Done,20241128_1203_ccc1dc_s3_sensor.mp4,44:00.6,67585ceee969165f7c64,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:21.000
{{Audio Event 1}}
Street"
14,26:22.0,19:17.4,AdminUser,26:22.0,,file_name_stemmed,20241210_1511_fcfd8d_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1511_fcfd8d_s3_sensor/input_video/20241210_1511_fcfd8d_s3_sensor.mp4,video,21.93333333,7.94,Done,20241128_1332_f23a00_s3_sensor.mp4,19:14.6,67585d9de9e6d5aa3713,"""WEBVTT\n\n00:00:00.309 --> 00:00:13.224\n\u0642\u0633\u0645\u0627 \u0628\u0631\u0628 \u0627\u0644\u0639\u0631\u0634 \u0647\u0630\u0627 \u0639\u0647\u062f\u0646\u0627 \u0627\u0646 \u0633\u0646\u062b\u0627\u0631 \u0648\u0627\u0644\u064a\u0645\u064a\u0646 \u0646\u0637\u0627\u0642 \u0648\u0633\u062a\u062f\u0641\u0639\u0648\u0646 \u062f\u0645\u0627\u0621\u0646\u0627 \u0627\u0636\u0639\u0641\u0647\u0627.\n\n00:00:13.364 --> 00:00:20.852\n\u064a\u0648\u0645 \u0628\u064a\u0648\u0645 \u0648\u062f\u0645 \u0627\u0633\u062a\u062d\u0642\u0627\u0642 .\u0648\u0643\u0644 \u0646\u0648\u0641 \u0648\u0627\u0644\u062d\u064a\u0627\u0629 \u0644\u0642\u0648\u0644\u0646\u0627.\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:21.933
{{Audio Event 1}}
Music"
15,29:18.2,22:32.1,AdminUser,29:18.2,,file_name_stemmed,20241210_1520_4716a3_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1520_4716a3_s3_sensor/input_video/20241210_1520_4716a3_s3_sensor.mp4,video,21.16,15.74,Done,20241128_1414_3cc61c_s3_sensor.mp4,22:27.5,67585e4e2c87c310a584,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:07.000
{{Audio Event 1}}
Street

00:00:08.349 --> 00:00:21.160
{{Audio Event 2}}
Traffic

00:00:10.349 --> 00:00:13.349
{{Audio Event 3}}
Engine

00:00:16.349 --> 00:00:21.160
{{Audio Event 4}}
Engine"
16,32:28.7,26:43.6,AdminUser,32:28.7,,file_name_stemmed,20241210_1520_adf015_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1520_adf015_s3_sensor/input_video/20241210_1520_adf015_s3_sensor.mp4,video,14.03333333,5.19,Done,20241128_1416_316d82_s3_sensor.mp4,26:41.8,67585f0ca4dadb34f4e6,"""WEBVTT\n\n00:00:00.009 --> 00:00:06.501\n\u0627\u0644\u0644\u0647 \u064a\u0633\u0639\u062f \u0635\u0628\u0627\u062d\u0643\u0648\u0627 \u064a\u0648\u0645 \u0627\u0644\u0627\u0631\u0628\u0639\u0627\u0621 \u062b\u0645\u0627\u0646\u064a\u0629 \u0627\u0644\u0627 \u0639\u0634\u0631\u0629 \u0648\u0644\u0627 \u0648\u0627\u062d\u062f \u0639\u0627\u0644\u0633\u062f\u0629 \u0628\u064a\u0639\u062f\u064a.\n\n00:00:06.602 --> 00:00:13.996\n\u0641\u064a\u0634 \u0648\u0644\u0627 \u0645\u062e\u0644\u0648\u0642 \u0628\u064a\u0639\u062f\u064a \u064a\u0627 \u0634\u0628\u0627\u0628 \u0627\u0644\u0644\u0647 \u064a\u0633\u0639\u062f \u0635\u0628\u0627\u062d \u0627\u0644\u062c\u0645\u064a\u0639 \u0648\u0627\u0644\u062c\u064a\u0634 \u0645\u0633\u062a\u0646\u0641\u0631 \u0639\u0627\u0644\u0627\u062e\u0631 \u0627\u0644\u0644\u0647 \u064a\u0633\u0639\u062f \u0635\u0628\u0627\u062d\u0643 .\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:14.000
{{Audio Event 1}}
People Talking

00:00:00.349 --> 00:00:14.048
{{Audio Event 2}}
Street"
17,35:34.6,03:28.9,AdminUser,35:34.5,,file_name_stemmed,20241210_1520_efe58d_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1520_efe58d_s3_sensor/input_video/20241210_1520_efe58d_s3_sensor.mp4,video,30.016,6.47,Done,20241201_1220_1f0dc6_s3_sensor_cut.mp4,03:05.4,67585fc686aec4128cf9,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:01.349 --> 00:00:01.170
{{Audio Event 1}}
Gunshot

00:00:03.349 --> 00:00:04.349
{{Audio Event 2}}
Gunshot

00:00:05.349 --> 00:00:13.349
{{Audio Event 9}}
Crowd

00:00:13.349 --> 00:00:13.349
{{Audio Event 3}}
Gunshot

00:00:14.349 --> 00:00:14.349
{{Audio Event 4}}
Gunshot

00:00:15.349 --> 00:00:16.349
{{Audio Event 5}}
Gunshot

00:00:17.349 --> 00:00:18.349
{{Audio Event 6}}
Gunshot

00:00:20.349 --> 00:00:21.349
{{Audio Event 7}}
Gunshot

00:00:21.349 --> 00:00:22.349
{{Audio Event 8}}
Gunshot

00:00:24.349 --> 00:00:26.349
{{Audio Event 10}}
Traffic

00:00:27.349 --> 00:00:30.015
{{Audio Event 11}}
Alarm"
18,38:19.7,25:18.1,AdminUser,38:19.7,,file_name_stemmed,20241210_1529_008bb2_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1529_008bb2_s3_sensor/input_video/20241210_1529_008bb2_s3_sensor.mp4,video,8.966666667,0.8,Done,20241201_1616_12d27b_s3_sensor.mp4,25:15.4,6758606bb6b3de587515,"""WEBVTT\n\n00:00:00.470 --> 00:00:02.454\n\u0648\u062f\u0639\u064a \u064a\u0648\u0645\u064a \u0641\u064a \u0627\u0644\u0646\u0627\u0639\u0645\u0629 \u0644\u0633\u0639\u064a\u0647\u0627.\n\n00:00:02.474 --> 00:00:08.266\n\u0648\u062f\u0639\u064a \u064a\u0648\u0645\u064a \u0641\u064a \u0627\u0644\u0646\u0627\u0639\u0645\u0629 \u0644\u0633\u0639\u064a\u0647\u0627.\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:08.000
{{Audio Event 1}}
Music"
19,41:10.2,22:16.3,AdminUser,41:10.2,,file_name_stemmed,20241210_1529_e25be9_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1529_e25be9_s3_sensor/input_video/20241210_1529_e25be9_s3_sensor.mp4,video,12.04,3.97,Done,20241202_1342_374d78_s3_sensor_cut.mp4,22:11.5,675861162f31c5c8e2f7,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:05.000
{{Audio Event 1}}
Gunshots

00:00:06.349 --> 00:00:10.349
{{Audio Event 1}}
Gunshots"
22,47:56.6,35:40.0,AdminUser,47:56.6,,file_name_stemmed,20241210_1538_1bf67d_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1538_1bf67d_s3_sensor/input_video/20241210_1538_1bf67d_s3_sensor.mp4,video,9.04,1.28,Done,20241202_1533_8e2108_s3_sensor_cut.mp4,35:20.8,675862ac879838851500,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:01.349 --> 00:00:05.000
{{Audio Event 1}}
Explosion

00:00:06.349 --> 00:00:07.349
{{Audio Event 2}}
Buzzing"
26,59:39.2,34:07.5,AdminUser,59:39.2,,file_name_stemmed,20241210_1544_c055cb_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1544_c055cb_s3_sensor/input_video/20241210_1544_c055cb_s3_sensor.mp4,video,30.674,11.05,Done,20241203_1112_6c2efb_s3_sensor.mp4,33:47.2,6758656b33c1c310a9f4,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:30.673
{{Audio Event 1}}
Music

00:00:09.349 --> 00:00:10.349
{{Audio Event 2}}
Explosion

00:00:11.349 --> 00:00:12.349
{{Audio Event 3}}
Shouting"
27,02:54.4,36:03.5,AdminUser,02:54.3,,file_name_stemmed,20241210_1553_0117dc_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1553_0117dc_s3_sensor/input_video/20241210_1553_0117dc_s3_sensor.mp4,video,11.12,0.41,Done,20241203_1122_1024cb_s3_sensor_cut.mp4,35:51.0,6758662e55ac1f3777ce,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:02.000
{{Audio Event 1}}
Siren

00:00:00.349 --> 00:00:11.080
{{Audio Event 3}}
Music

00:00:03.349 --> 00:00:04.349
{{Audio Event 2}}
People Talking

00:00:05.349 --> 00:00:06.349
{{Audio Event 4}}
Explosion

00:00:07.349 --> 00:00:08.349
{{Audio Event 5}}
Explosion

00:00:07.349 --> 00:00:09.000
{{Audio Event 6}}
Shouting"
28,05:56.1,21:23.3,AdminUser,05:56.1,,file_name_stemmed,20241210_1553_679e3b_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1553_679e3b_s3_sensor/input_video/20241210_1553_679e3b_s3_sensor.mp4,video,25.04,3.58,Done,20241203_1122_1024cb_s3_sensor_cut_1.mp4,21:18.1,675866e4182ecaf506e6,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:25.021
{{Audio Event 1}}
Music

00:00:00.349 --> 00:00:25.021
{{Audio Event 2}}
People talking"
29,08:50.5,06:08.1,AdminUser,08:50.5,,file_name_stemmed,20241210_1553_373ffd_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1553_373ffd_s3_sensor/input_video/20241210_1553_373ffd_s3_sensor.mp4,video,35.945,9.63,Done,20241203_1135_b7236b_s3_sensor.mp4,05:59.9,675867927514cc2f1991,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:35.944
{{Audio Event 1}}
Music"
30,11:41.3,19:57.7,AdminUser,11:41.3,,file_name_stemmed,20241210_1602_648596_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1602_648596_s3_sensor/input_video/20241210_1602_648596_s3_sensor.mp4,video,23.04,7.79,Done,20241203_1141_268e86_s3_sensor_cut.mp4,19:54.2,6758683d3ed3ec4a0b43,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:02.019
{{Audio Event 1}}
Traffic

00:00:00.000 --> 00:00:23.019
{{Audio Event 3}}
Crowd

00:00:03.349 --> 00:00:18.349
{{Audio Event 2}}
People talking

00:00:15.349 --> 00:00:19.019
{{Audio Event 1}}
Traffic"
31,14:36.3,41:15.6,AdminUser,14:36.3,,file_name_stemmed,20241210_1602_621927_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1602_621927_s3_sensor/input_video/20241210_1602_621927_s3_sensor.mp4,video,14.04,6.5,Done,20241203_1141_268e86_s3_sensor_cut_2.mp4,41:05.6,675868ec45afab6ce1d3,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:01.349 --> 00:00:02.000
{{Audio Event 1}}
Gunshots

00:00:12.349 --> 00:00:13.349
{{Audio Event 2}}
Gunshots"
32,17:41.7,37:14.0,AdminUser,17:41.7,,file_name_stemmed,20241210_1602_b05e7f_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1602_b05e7f_s3_sensor/input_video/20241210_1602_b05e7f_s3_sensor.mp4,video,13.04,1.98,Done,20241203_1141_cd2695_s3_sensor_cut.mp4,37:12.3,675869a5a58a83e3b4d5,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:11.000
{{Audio Event 1}}
People Talking"
33,20:42.5,39:06.3,AdminUser,20:42.5,,file_name_stemmed,20241210_1611_7944c9_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1611_7944c9_s3_sensor/input_video/20241210_1611_7944c9_s3_sensor.mp4,video,6.04,0.77,Done,20241203_1141_cd2695_s3_sensor_cut_1.mp4,39:04.7,67586a5a746911325d47,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:01.349 --> 00:00:06.000
{{Audio Event 1}}
Alarm

00:00:03.349 --> 00:00:04.349
{{Audio Event 2}}
People Talking"
34,23:33.2,07:50.0,AdminUser,23:33.2,,file_name_stemmed,20241210_1611_572af6_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1611_572af6_s3_sensor/input_video/20241210_1611_572af6_s3_sensor.mp4,video,30.034,5.78,Done,20241203_1157_1c85bb_s3_sensor_cut.mp4,07:43.1,67586b0531a5b4bc70a1,"""WEBVTT\n\n00:00:05.261 --> 00:00:11.127\n\u0627\u0644\u0644\u0647 \u0627\u0643\u0628\u0631 .\n\n00:00:11.426 --> 00:00:13.648\n\u062e\u0630 \u0631\u0627\u062d\u062a\u0643 \u064a\u0627 \u0632\u0644\u0645\u0629 \u0628\u0627\u0644\u062c\u0648\u0627\u0632\u0629 .\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:03.349 --> 00:00:05.170
{{Audio Event 1}}
Explosion

00:00:05.349 --> 00:00:07.349
{{Audio Event 2}}
Shouting

00:00:07.349 --> 00:00:10.349
{{Audio Event 3}}
Gunshots

00:00:11.349 --> 00:00:23.349
{{Audio Event 4}}
People talking

00:00:24.349 --> 00:00:25.349
{{Audio Event 3}}
New Audio Event

00:00:26.349 --> 00:00:30.012
{{Audio Event 2}}
Shouting"
